Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans,iteration
13,8753,4321,6976,10603,4701,6702,42056,710,100,164,601,182,225,1982,2594,550,1311,1220,1001,871,1018,171,119,484,297,89,376,133,1,0.061,454,53,5297,7
14,8692,4219,6940,10451,4655,6775,41732,958,205,309,940,311,403,3126,2613,538,1273,1205,991,879,1025,147,147,485,316,104,592,209,1,0.094,601,53.8,8212,7
15,8423,4182,6719,10139,4701,6417,40581,1314,316,412,1322,423,486,4273,2480,518,1280,1248,1016,829,1001,158,125,458,305,76,810,268,1,0.126,739,53.9,12201,7
16,8179,3974,6544,9752,4432,6169,39050,1714,405,541,1656,548,668,5532,2468,523,1210,1190,970,799,983,149,108,471,299,68,1057,359,1,0.173,858,54.3,17292,7
17,7581,3849,6044,9011,4080,5761,36326,1946,483,685,1857,595,776,6342,2282,490,1075,1093,853,780,917,151,104,435,247,67,1228,428,1,0.223,957,54.3,23250,7
18,7106,3527,5493,8342,3729,5305,33502,2109,551,744,2022,684,865,6975,2151,436,990,991,824,707,832,141,94,398,239,66,1328,436,1,0.246,1044,54.3,29666,7
19,6391,3057,4973,7516,3405,4697,30039,2285,590,782,2248,724,860,7489,1949,419,850,869,708,611,778,124,79,347,209,45,1419,459,1,0.29,1136,54.3,36486,7
20,5407,2804,4533,6698,2972,4297,26711,2205,623,837,2291,747,996,7699,1656,341,771,795,635,562,676,114,77,340,196,54,1478,521,1,0.358,1153,54.3,43680,7
21,4634,2504,3853,5656,2604,3708,22959,2140,673,864,2286,789,954,7706,1386,335,671,698,584,461,558,94,68,311,178,52,1430,477,1,0.378,1166,54.3,50913,7
22,3918,2030,3032,4566,2222,3058,18826,2132,655,775,2176,757,885,7380,1152,259,496,567,461,407,433,77,46,207,151,43,1387,423,1,0.442,1130,54.3,57771,7
23,3132,1607,2448,3669,1730,2335,14921,1889,583,725,2030,640,848,6715,977,192,443,461,341,289,381,62,40,185,104,26,1258,402,1,0.504,1025,54.3,64012,7
24,2336,1216,1952,2805,1281,1856,11446,1499,512,815,1814,612,805,6057,717,146,343,337,267,243,295,34,39,141,76,25,1114,353,1,0.579,911,54.3,69759,7
25,1664,885,1311,1929,923,1262,7974,1108,455,593,1461,494,631,4742,479,123,247,216,226,165,192,38,19,99,73,21,869,292,1,0.661,772,54.3,74380,7
1,8844,4205,6934,10353,4703,6591,41630,0,1,0,0,0,0,1,2647,561,1208,1203,984,842,1049,193,127,478,289,86,0,0,0,0,0,0,0,8
2,8764,4313,6845,10451,4705,6626,41704,6,0,0,0,0,0,6,2614,567,1233,1277,1009,881,1045,175,142,530,294,78,1,1,1,0,3,1.4,6,8
3,8826,4207,6820,10468,4656,6563,41540,10,0,0,0,1,0,11,2627,522,1271,1284,1006,862,1037,158,125,495,266,86,3,1,1,0,4,2,15,8
4,8807,4210,6778,10518,4693,6847,41853,15,0,0,2,1,2,20,2637,532,1198,1224,977,901,1049,182,124,506,302,84,4,0,1,0,8,2.2,28,8
5,8809,4232,7013,10626,4832,6614,42126,22,0,0,5,2,0,29,2635,567,1284,1216,993,844,1041,171,122,499,300,84,10,6,1,0.003,6,3.2,54,8
6,8792,4398,7145,10702,4708,6729,42474,13,0,1,13,3,2,32,2634,587,1285,1278,1012,859,1079,171,129,488,301,78,7,2,1,0.001,6,3.2,79,8
7,8873,4385,7073,10627,4831,6687,42476,14,2,6,19,5,7,53,2621,557,1296,1300,1024,877,1055,168,131,483,339,86,13,6,1,0.003,14,30,130,8
8,8969,4300,7048,10656,4752,6701,42426,20,3,8,34,9,11,85,2699,591,1283,1273,976,850,1108,167,137,513,278,82,15,3,1,0.001,20,30,212,8
9,8862,4360,7086,10766,4771,6840,42685,29,14,14,56,16,15,144,2633,561,1325,1278,1028,894,1075,164,129,520,291,79,31,10,1,0.004,39,30,343,8
10,8919,4350,7044,10811,4842,6830,42796,76,26,23,98,30,36,289,2712,574,1289,1313,979,887,1080,173,114,496,290,94,59,17,1,0.008,67,30.1,638,8
11,8973,4384,7233,10768,4876,6965,43199,155,25,36,130,42,47,435,2628,549,1303,1309,1038,928,1071,161,123,528,313,88,78,29,1,0.013,97,49,1033,8
12,8964,4417,7067,10692,4917,6759,42816,199,39,46,178,57,69,588,2738,575,1318,1286,1072,872,1110,171,100,507,327,82,117,40,1,0.017,133,51.9,1575,8
13,8971,4345,7013,10732,4852,6820,42733,297,52,93,246,93,93,874,2705,600,1222,1267,1035,888,1047,193,126,543,337,94,180,63,1,0.027,170,51.9,2386,8
14,8887,4332,7009,10772,4799,6740,42539,366,93,108,359,119,117,1162,2550,591,1275,1296,985,868,1050,171,141,534,297,82,216,80,1,0.035,239,51.9,3469,8
15,8852,4272,7027,10598,4731,6643,42123,518,92,140,460,150,183,1543,2715,558,1267,1265,1011,847,1053,149,135,507,282,85,295,101,1,0.046,328,51.9,4898,8
16,8660,4358,6987,10478,4735,6493,41711,729,158,211,667,200,266,2231,2662,552,1244,1251,1010,823,1068,156,111,511,294,79,456,149,1,0.067,442,54.4,6992,8
17,8517,4283,6683,10224,4567,6553,40827,935,213,266,825,274,342,2855,2545,543,1182,1233,936,872,1019,172,118,475,275,101,551,192,1,0.089,555,56.6,9625,8
18,8369,4114,6603,9943,4487,6219,39735,1183,271,307,1041,327,399,3528,2478,544,1223,1212,920,774,1034,165,128,482,276,77,686,226,1,0.105,681,59.2,12865,8
19,7996,3929,6405,9583,4254,6113,38280,1489,291,402,1268,387,519,4356,2438,481,1151,1141,895,819,968,143,116,464,271,88,857,298,1,0.145,836,59.2,16882,8
20,7566,3837,6012,9187,4117,5777,36496,1702,402,494,1505,531,595,5229,2267,476,1118,1101,857,789,894,152,116,433,243,80,1036,349,1,0.182,964,59.5,21747,8
21,7109,3514,5663,8647,3860,5424,34217,1972,481,586,1892,583,724,6238,2162,469,1048,1057,794,743,922,139,108,430,256,74,1224,431,1,0.223,1078,62.6,27507,8
22,6461,3262,5277,7892,3521,4970,31383,2312,565,725,2206,689,836,7333,1928,457,945,969,715,649,803,144,105,376,218,65,1399,478,1,0.279,1203,62.6,34337,8
23,5717,3002,4651,6985,3196,4539,28090,2393,662,850,2485,791,987,8168,1743,392,844,825,656,550,703,127,84,336,202,53,1546,528,1,0.351,1285,62.6,41881,8
24,4962,2536,4050,6046,2801,3944,24339,2499,717,914,2579,820,1117,8646,1458,325,691,744,573,501,591,83,76,281,153,43,1584,491,1,0.4,1297,62.6,49966,8
25,4046,2100,3372,5048,2322,3236,20124,2432,720,945,2585,853,1065,8600,1158,281,630,583,487,439,480,79,65,235,125,43,1601,526,1,0.512,1265,62.6,57995,8
1,8752,4172,6715,10324,4723,6528,41214,0,2,0,0,0,0,2,2625,536,1193,1254,991,827,1015,176,107,487,305,87,0,0,0,0,2,0,1,9
2,8680,4115,6832,10439,4625,6575,41266,4,0,0,0,0,0,4,2614,536,1243,1238,956,852,1051,169,111,511,312,100,2,0,0,0,2,4,4,9
3,8581,4214,6864,10521,4687,6569,41436,3,0,0,1,0,0,4,2548,582,1249,1289,971,868,1004,171,127,542,307,80,1,0,0,0,3,4,6,9
4,8624,4339,7028,10521,4662,6648,41822,1,1,0,1,0,0,3,2626,520,1268,1244,976,840,1045,153,121,492,281,86,1,1,1,0,2,4.5,8,9
5,8776,4328,6873,10422,4713,6647,41759,3,0,0,2,0,0,5,2676,560,1215,1277,962,871,1058,154,130,526,301,85,0,0,1,0,5,5,14,9
6,8784,4277,6961,10538,4743,6700,42003,6,0,2,6,2,1,17,2568,586,1269,1256,961,833,1034,171,131,530,294,77,3,2,1,0.001,6,5,30,9
7,8824,4305,7101,10692,4779,6782,42483,7,2,2,7,2,1,21,2736,557,1280,1295,980,852,1095,171,121,518,286,79,6,3,1,0.001,10,7.1,49,9
8,8761,4387,7152,10778,4813,6809,42700,8,6,3,8,4,3,32,2581,594,1237,1353,1009,812,1033,156,128,543,307,81,4,1,1,0,16,15.1,83,9
9,8854,4476,7097,10826,4915,6873,43041,27,3,5,19,4,6,64,2628,561,1323,1290,1027,902,1074,190,113,500,304,86,10,3,1,0.001,32,15.1,141,9
10,9030,4327,7180,10975,4854,6789,43155,52,1,9,37,11,11,121,2736,569,1281,1246,1027,847,1106,168,134,535,333,92,35,16,1,0.007,43,15.1,254,9
11,8938,4380,7068,10979,4840,6899,43104,53,11,18,51,15,24,172,2734,566,1230,1314,970,845,1054,173,121,530,315,75,35,14,1,0.006,56,19.3,427,9
12,8893,4431,7307,10950,4957,7058,43596,66,21,15,83,22,30,237,2701,581,1253,1355,1045,902,1059,182,135,548,322,108,47,13,1,0.006,77,20.6,651,9
13,8909,4599,7378,11029,5025,6971,43911,125,31,47,123,42,54,422,2711,595,1375,1273,1058,902,1104,183,165,526,315,105,84,31,1,0.013,129,41.6,1031,9
14,9037,4534,7305,11117,4919,6984,43896,225,46,49,209,65,66,660,2677,579,1322,1360,1016,893,1046,168,154,551,333,87,121,41,1,0.018,211,41.8,1639,9
15,9144,4504,7304,11101,4948,6923,43924,345,89,126,326,118,100,1104,2806,597,1312,1284,1049,917,1122,172,147,534,328,81,235,64,1,0.027,315,43,2641,9
16,9054,4492,7131,10912,4897,6912,43398,567,118,153,528,143,198,1707,2700,568,1244,1270,1042,895,1069,177,111,497,306,104,362,127,1,0.056,454,43,4232,9
17,9024,4384,7252,10832,4859,6785,43136,846,163,184,753,242,295,2483,2712,540,1305,1359,1033,845,1106,157,134,552,320,94,491,165,1,0.07,589,49,6486,9
18,8883,4445,7003,10663,4772,6668,42434,1223,265,276,1022,352,362,3500,2709,594,1276,1271,1056,874,1085,149,101,494,297,91,680,212,1,0.096,766,49,9672,9
19,8569,4162,6832,10296,4609,6393,40861,1741,336,482,1540,467,590,5156,2608,564,1278,1222,955,805,1076,168,127,472,295,69,1035,378,1,0.171,954,49,14432,9
20,8015,4005,6440,9879,4322,6347,39008,2130,524,644,2120,612,856,6886,2399,466,1230,1216,863,772,980,141,118,509,259,67,1291,456,1,0.22,1106,49.1,20747,9
21,7427,3680,5982,8968,4268,5615,35940,2699,660,868,2712,859,1033,8831,2188,489,1114,1067,845,730,917,160,115,426,248,64,1707,583,1,0.302,1232,49.4,28911,9
22,6622,3349,5393,8091,3607,5185,32247,2961,835,1113,3222,1030,1296,10457,2033,406,988,935,764,689,787,117,85,364,199,65,1951,604,1,0.374,1307,50.4,38684,9
23,5596,2931,4613,6744,3121,4513,27518,2959,961,1297,3405,1095,1434,11151,1676,361,791,804,665,567,658,116,80,330,198,59,2079,693,1,0.481,1376,50.4,49060,9
24,4578,2336,3569,5382,2637,3521,22023,2836,1001,1174,3194,1140,1402,10747,1420,306,651,659,540,448,557,96,67,232,158,51,2040,656,1,0.565,1363,50.4,59178,9
25,3351,1689,2662,3948,1843,2566,16059,2303,801,1050,2636,917,1192,8899,1030,221,481,479,382,320,416,62,39,198,122,31,1646,507,1,0.584,1254,50.4,67552,9
1,8751,4190,6920,10245,4648,6533,41287,0,0,0,0,0,0,0,2661,521,1247,1341,997,828,1089,141,120,549,301,73,0,0,0,0,0,0,0,10
2,8696,4325,6910,10204,4645,6428,41208,0,0,0,0,0,0,0,2607,579,1271,1185,969,832,1049,170,134,498,268,92,0,0,0,0,0,4,0,10
3,8828,4247,6898,10359,4575,6512,41419,0,0,0,0,0,0,0,2688,562,1192,1252,987,868,1103,157,124,495,284,95,0,0,0,0,0,4,0,10
4,8822,4351,6815,10317,4617,6525,41447,0,0,0,0,0,0,0,2658,588,1210,1224,1016,883,1030,190,142,504,296,108,0,0,0,0,0,4,0,10
5,8867,4270,6858,10383,4551,6536,41465,0,0,0,0,0,0,0,2635,576,1245,1263,936,848,1022,167,147,468,272,85,0,0,0,0,0,4,0,10
6,8852,4249,6867,10381,4640,6474,41463,0,0,0,0,0,0,0,2655,545,1298,1232,1004,853,1062,168,128,515,264,80,0,0,0,0,0,4,0,10
7,8838,4216,6883,10494,4574,6584,41589,0,0,0,0,0,0,0,2770,552,1244,1238,961,846,1059,166,115,480,282,94,0,0,0,0,0,4,0,10
8,8690,4310,6950,10382,4715,6553,41600,0,0,0,0,0,0,0,2571,564,1276,1236,968,829,1054,158,143,491,289,95,0,0,0,0,0,4,0,10
9,8770,4296,6974,10504,4652,6676,41872,0,0,0,0,0,0,0,2592,538,1301,1203,994,846,1036,171,149,444,299,86,0,0,0,0,0,4,0,10
10,8877,4264,6854,10580,4762,6801,42138,0,0,0,0,0,0,0,2731,541,1290,1247,990,882,1095,164,143,484,289,84,0,0,0,0,0,4,0,10
11,8778,4257,7067,10724,4843,6713,42382,0,0,0,0,0,0,0,2586,585,1300,1300,1031,874,985,188,132,516,320,87,0,0,0,0,0,4,0,10
12,8774,4273,7130,10741,4755,6750,42423,0,0,0,0,0,0,0,2679,574,1323,1299,1015,825,1085,160,125,511,312,100,0,0,0,0,0,4,0,10
13,8766,4375,7000,10794,4852,6876,42663,0,0,0,0,0,0,0,2702,594,1330,1332,1024,941,1033,179,129,527,296,78,0,0,0,0,0,4,0,10
14,8784,4321,7070,10734,4790,6879,42578,0,0,0,0,0,0,0,2643,570,1304,1278,1023,925,1040,168,121,510,333,100,0,0,0,0,0,4,0,10
15,8830,4342,7197,10755,4862,6786,42772,0,0,0,0,0,0,0,2663,567,1308,1252,1039,899,1052,183,128,512,318,87,0,0,0,0,0,4,0,10
16,8811,4426,7347,10967,4799,6805,43155,0,0,0,0,0,0,0,2628,535,1282,1322,1047,890,1067,144,114,521,310,96,0,0,0,0,0,4,0,10
17,9066,4613,7202,10904,4810,6787,43382,0,0,0,0,0,0,0,2663,631,1315,1388,979,855,1080,194,140,516,289,83,0,0,0,0,0,4,0,10
18,9246,4410,7115,10794,4823,6852,43240,0,0,0,0,0,0,0,2691,573,1297,1325,955,912,1094,185,124,542,283,86,0,0,0,0,0,4,0,10
19,9307,4365,7215,10841,4862,6721,43311,0,0,0,0,0,0,0,2837,559,1279,1328,1004,841,1127,155,127,555,322,74,0,0,0,0,0,4,0,10
20,9216,4495,7050,10882,4728,6889,43260,0,0,0,0,0,0,0,2797,621,1260,1252,1033,935,1106,194,145,501,289,105,0,0,0,0,0,4,0,10
21,9211,4369,7234,10895,4871,6825,43405,0,0,0,0,0,0,0,2816,550,1333,1335,1002,918,1156,179,141,552,268,101,0,0,0,0,0,4,0,10
22,9093,4435,7145,10980,4818,6983,43454,0,0,0,0,0,0,0,2677,605,1247,1366,993,976,1059,187,118,530,288,113,0,0,0,0,0,4,0,10
23,9116,4524,7211,10883,4929,6972,43635,0,0,0,0,0,0,0,2704,627,1261,1348,1064,935,1087,187,107,521,300,81,0,0,0,0,0,4,0,10
24,9203,4493,7187,10950,4941,6983,43757,0,0,0,0,0,0,0,2770,567,1271,1339,1069,872,1120,172,143,555,296,86,0,0,0,0,0,4,0,10
25,9229,4461,7126,10931,4950,6888,43585,0,0,0,0,0,0,0,2774,602,1283,1294,1064,889,1070,182,112,513,328,106,0,0,0,0,0,4,0,10
1,8775,4188,6922,10333,4663,6576,41457,0,0,1,0,0,0,1,2668,558,1232,1215,1010,860,1073,188,123,484,269,90,0,0,0,0,1,0,0,11
2,8686,4331,6874,10269,4662,6701,41523,0,1,0,0,0,0,1,2596,577,1279,1245,965,846,1068,180,135,508,274,92,0,0,0,0,1,1.4,0,11
3,8797,4192,6739,10309,4813,6586,41436,0,0,0,0,0,0,0,2550,530,1282,1319,968,837,1035,172,126,511,296,80,0,0,0,0,0,18,0,11
4,8837,4076,6874,10303,4736,6521,41347,0,0,0,0,0,0,0,2570,561,1212,1240,1026,815,993,170,100,495,299,85,0,0,0,0,0,18,0,11
5,8768,4284,6854,10282,4683,6557,41428,0,0,0,0,0,0,0,2710,519,1181,1205,1005,822,1115,156,121,492,297,82,0,0,0,0,0,18,0,11
6,8793,4355,6983,10414,4651,6480,41676,0,0,0,0,0,0,0,2643,585,1205,1257,1031,850,1092,184,110,489,313,81,0,0,0,0,0,18,0,11
7,8827,4362,6933,10501,4578,6591,41792,0,0,0,0,0,0,0,2654,572,1283,1244,968,877,1066,168,141,503,311,99,0,0,0,0,0,18,0,11
8,8933,4298,6999,10524,4641,6632,42027,0,0,0,0,0,0,0,2661,562,1257,1280,970,827,1084,173,146,520,290,69,0,0,0,0,0,18,0,11
9,8906,4307,7075,10523,4794,6700,42305,0,0,0,0,0,0,0,2662,560,1274,1242,1043,859,1004,178,129,506,318,75,0,0,0,0,0,18,0,11
10,8865,4396,6894,10598,4772,6742,42267,0,0,0,0,0,0,0,2661,582,1229,1320,968,832,1055,172,127,526,286,84,0,0,0,0,0,18,0,11
11,8954,4342,7035,10565,4830,6621,42347,0,0,0,0,0,0,0,2633,557,1284,1262,983,837,1041,144,145,475,292,87,0,0,0,0,0,18,0,11
12,9019,4311,6990,10740,4699,6737,42496,0,0,0,0,0,0,0,2726,582,1236,1304,991,898,1097,172,129,533,293,83,0,0,0,0,0,18,0,11
13,8894,4350,7025,10831,4779,6882,42761,0,0,0,0,0,0,0,2689,540,1285,1279,1035,952,1089,140,129,529,313,91,0,0,0,0,0,18,0,11
14,8948,4345,7123,10737,4826,6889,42868,0,0,0,0,0,0,0,2628,585,1295,1306,1064,918,1047,195,122,531,310,99,0,0,0,0,0,18,0,11
15,8981,4435,7004,10664,4808,6724,42616,0,0,0,0,0,0,0,2674,553,1254,1284,976,898,1075,170,113,521,286,104,0,0,0,0,0,18,0,11
16,9030,4338,7094,10767,4761,6917,42907,0,0,0,0,0,0,0,2642,526,1183,1262,992,910,1031,151,127,486,305,85,0,0,0,0,0,18,0,11
17,9078,4414,7126,10773,4909,6950,43250,0,0,0,0,0,0,0,2811,574,1274,1281,1061,896,1070,180,141,517,301,96,0,0,0,0,0,18,0,11
18,9020,4381,7148,10893,4887,6988,43317,0,0,0,0,0,0,0,2722,597,1291,1314,1045,913,1093,178,138,536,317,75,0,0,0,0,0,18,0,11
19,9009,4446,7176,10953,4927,6934,43445,0,0,0,0,0,0,0,2690,587,1250,1334,1061,925,1087,159,127,519,354,90,0,0,0,0,0,18,0,11
20,9083,4444,7316,11030,4952,7037,43862,0,0,0,0,0,0,0,2731,594,1363,1370,1040,893,1111,180,141,536,310,92,0,0,0,0,0,18,0,11
21,9085,4426,7271,11136,4971,7041,43930,0,0,0,0,0,0,0,2757,593,1311,1388,1063,968,1086,201,121,542,322,100,0,0,0,0,0,18,0,11
22,9094,4503,7440,11154,4923,6931,44045,0,0,0,0,0,0,0,2749,635,1382,1325,997,900,1122,199,151,540,301,74,0,0,0,0,0,18,0,11
23,9115,4619,7247,11159,4926,7015,44081,0,0,0,0,0,0,0,2682,570,1322,1358,1020,940,1067,186,129,556,311,100,0,0,0,0,0,18,0,11
24,9342,4510,7382,11226,5020,7122,44602,0,0,0,0,0,0,0,2858,592,1420,1366,1052,928,1093,198,143,523,313,79,0,0,0,0,0,18,0,11
25,9233,4530,7372,11272,5059,7130,44596,0,0,0,0,0,0,0,2826,588,1319,1353,1067,981,1108,190,135,547,329,87,0,0,0,0,0,18,0,11
1,8773,4237,6808,10325,4720,6491,41354,0,0,0,0,0,0,0,2692,592,1273,1300,1016,878,1105,187,152,521,307,103,0,0,0,0,0,0,0,12
2,8642,4212,6826,10304,4580,6497,41061,0,0,0,0,0,0,0,2510,525,1238,1198,958,876,978,158,120,484,281,88,0,0,0,0,0,1,0,12
3,8768,4188,6798,10261,4653,6466,41134,0,0,0,0,0,0,0,2608,547,1220,1237,918,857,1032,157,121,467,282,85,0,0,0,0,0,1,0,12
4,8735,4224,6865,10446,4608,6600,41478,0,0,0,0,0,0,0,2692,595,1187,1236,955,854,1110,178,107,495,273,79,0,0,0,0,0,1,0,12
5,8608,4232,6892,10540,4663,6759,41694,0,0,0,0,0,0,0,2604,567,1252,1202,993,921,1087,198,127,484,294,92,0,0,0,0,0,1,0,12
6,8580,4226,7051,10641,4774,6731,42003,0,0,0,0,0,0,0,2648,534,1245,1235,999,870,1047,150,118,476,307,93,0,0,0,0,0,1,0,12
7,8632,4389,6973,10618,4764,6841,42217,0,0,0,0,0,0,0,2613,544,1247,1300,994,911,1063,146,117,542,311,96,0,0,0,0,0,1,0,12
8,8817,4321,6816,10648,4803,6739,42144,0,0,0,0,0,0,0,2661,556,1232,1287,1023,857,1072,153,122,534,305,70,0,0,0,0,0,1,0,12
9,8858,4219,7200,10815,4792,6831,42715,0,0,0,0,0,0,0,2649,571,1270,1250,1011,826,1084,170,118,503,300,91,0,0,0,0,0,1,0,12
10,8783,4450,7050,10942,4918,7000,43143,0,0,0,0,0,0,0,2604,555,1246,1340,1032,878,1022,153,136,534,341,112,0,0,0,0,0,1,0,12
11,8923,4426,7209,11045,5007,6986,43596,0,0,0,0,0,0,0,2731,576,1361,1314,1033,912,1112,178,120,509,294,99,0,0,0,0,0,1,0,12
12,8922,4402,7255,11075,4907,6878,43439,0,0,0,0,0,0,0,2667,575,1281,1320,1030,867,1031,184,116,522,309,93,0,0,0,0,0,1,0,12
13,8963,4489,7263,11183,4845,7115,43858,0,0,0,0,0,0,0,2658,606,1267,1302,1043,941,1057,186,133,549,333,87,0,0,0,0,0,1,0,12
14,9035,4491,7367,11169,4996,7003,44061,0,0,0,0,0,0,0,2728,550,1304,1312,1014,878,1108,152,129,512,297,96,0,0,0,0,0,1,0,12
15,9114,4607,7370,11091,4946,7124,44252,0,0,0,0,0,0,0,2711,608,1255,1338,1059,930,1078,178,126,547,296,95,0,0,0,0,0,1,0,12
16,9272,4616,7400,11118,5041,7089,44536,0,0,0,0,0,0,0,2822,622,1352,1377,1069,964,1135,205,147,527,302,98,0,0,0,0,0,1,0,12
17,9348,4538,7348,11053,5027,6980,44294,0,0,0,0,0,0,0,2824,578,1369,1274,1020,908,1127,163,146,530,288,89,0,0,0,0,0,1,0,12
18,9340,4524,7557,11135,4984,6898,44438,0,0,0,0,0,0,0,2668,623,1428,1289,1029,942,1099,180,131,493,294,98,0,0,0,0,0,1,0,12
19,9412,4709,7344,11217,4822,7108,44612,0,0,0,0,0,0,0,2848,647,1278,1318,960,919,1155,187,113,520,286,94,0,0,0,0,0,1,0,12
20,9475,4599,7408,11290,5076,7004,44852,0,0,0,0,0,0,0,2833,620,1282,1375,1087,933,1137,190,123,558,326,77,0,0,0,0,0,1,0,12
21,9475,4647,7499,11313,4952,7100,44986,0,0,0,0,0,0,0,2816,592,1300,1316,1075,977,1118,164,136,523,333,90,0,0,0,0,0,1,0,12
22,9562,4700,7449,11325,4992,7214,45242,0,0,0,0,0,0,0,2881,594,1386,1361,1056,899,1195,178,127,564,324,104,0,0,0,0,0,1,0,12
23,9685,4566,7457,11313,5174,7337,45532,0,0,0,0,0,0,0,2916,585,1347,1371,1090,993,1221,199,141,526,296,102,0,0,0,0,0,1,0,12
24,9580,4612,7482,11348,5231,7237,45490,0,0,0,0,0,0,0,2882,570,1332,1356,1097,945,1151,165,133,552,313,102,0,0,0,0,0,1,0,12
25,9598,4694,7483,11384,5108,7164,45431,0,0,0,0,0,0,0,2832,643,1371,1356,1087,914,1146,186,121,538,325,99,0,0,0,0,0,1,0,12
1,8796,4229,6903,10316,4701,6519,41464,0,0,1,0,1,0,2,2641,521,1223,1229,976,906,1090,177,131,501,262,90,1,0,0,0,1,0,1,13
2,8734,4330,6849,10371,4587,6585,41456,0,0,0,0,0,0,0,2595,539,1235,1218,1038,897,1026,171,124,495,311,92,0,0,0,0,0,3,1,13
3,8835,4253,6866,10308,4683,6537,41482,0,0,0,0,0,0,0,2632,562,1205,1293,978,829,1052,162,148,528,300,65,0,0,0,0,0,3,1,13
4,8847,4240,6825,10259,4699,6573,41443,0,0,0,0,0,0,0,2582,528,1216,1247,1012,857,1049,146,112,470,281,84,0,0,0,0,0,3,1,13
5,8898,4317,6799,10369,4625,6545,41553,0,0,0,0,0,0,0,2655,573,1200,1248,989,882,1095,182,133,510,308,87,0,0,0,0,0,3,1,13
6,8923,4217,6892,10340,4620,6622,41614,0,0,0,0,0,0,0,2606,524,1264,1234,996,894,1024,160,112,480,280,104,0,0,0,0,0,3,1,13
7,8928,4265,6765,10322,4623,6470,41373,0,0,0,0,0,0,0,2675,562,1183,1212,994,855,1110,165,132,460,321,99,0,0,0,0,0,3,1,13
8,8897,4220,6890,10403,4599,6427,41436,0,0,0,0,0,0,0,2630,546,1238,1309,949,834,1072,180,129,527,289,94,0,0,0,0,0,3,1,13
9,8850,4320,6882,10378,4568,6630,41628,0,0,0,0,0,0,0,2639,525,1224,1239,950,856,1096,150,127,504,277,82,0,0,0,0,0,3,1,13
10,8961,4266,6775,10275,4647,6454,41378,0,0,0,0,0,0,0,2709,554,1226,1175,921,876,1055,151,121,459,288,71,0,0,0,0,0,3,1,13
11,8887,4160,6937,10491,4558,6519,41552,0,0,0,0,0,0,0,2650,536,1238,1271,937,897,1113,168,131,505,281,100,0,0,0,0,0,3,1,13
12,8835,4299,6750,10544,4583,6588,41599,0,0,0,0,0,0,0,2654,574,1273,1305,956,916,1036,174,144,525,260,82,0,0,0,0,0,3,1,13
13,8808,4167,6966,10386,4624,6614,41565,0,0,0,0,0,0,0,2668,525,1291,1245,959,885,1047,162,125,487,332,81,0,0,0,0,0,3,1,13
14,8706,4243,6854,10361,4698,6537,41399,0,0,0,0,0,0,0,2635,506,1257,1283,1039,856,1087,165,136,513,319,91,0,0,0,0,0,3,1,13
15,8795,4201,6844,10332,4632,6517,41321,0,0,0,0,0,0,0,2644,576,1278,1231,959,851,1073,175,129,480,284,70,0,0,0,0,0,3,1,13
16,8711,4237,7005,10450,4577,6640,41620,0,0,0,0,0,0,0,2549,562,1232,1256,978,838,1026,157,127,492,301,73,0,0,0,0,0,3,1,13
17,8744,4390,6893,10339,4752,6590,41708,0,0,0,0,0,0,0,2638,597,1229,1181,933,792,1015,186,121,476,277,88,0,0,0,0,0,3,1,13
18,8817,4295,6903,10562,4691,6657,41925,0,0,0,0,0,0,0,2607,550,1267,1245,957,875,1041,167,138,511,283,80,0,0,0,0,0,3,1,13
19,8895,4268,7012,10452,4658,6633,41918,0,0,0,0,0,0,0,2643,543,1215,1215,957,825,1041,158,116,481,284,85,0,0,0,0,0,3,1,13
20,8872,4447,7035,10561,4731,6692,42338,0,0,0,0,0,0,0,2702,574,1301,1289,984,857,1053,176,126,519,306,89,0,0,0,0,0,3,1,13
21,8938,4388,6840,10551,4755,6760,42232,0,0,0,0,0,0,0,2802,569,1224,1302,985,864,1123,159,132,498,297,77,0,0,0,0,0,3,1,13
22,8868,4259,7056,10634,4872,6714,42403,0,0,0,0,0,0,0,2684,545,1317,1259,988,884,1062,168,109,505,266,85,0,0,0,0,0,3,1,13
23,8858,4302,7053,10871,4707,6798,42589,0,0,0,0,0,0,0,2637,625,1285,1327,947,898,1069,201,124,528,269,85,0,0,0,0,0,3,1,13
24,8811,4374,7153,10950,4817,6786,42891,0,0,0,0,0,0,0,2623,543,1287,1313,963,860,1021,158,111,508,306,92,0,0,0,0,0,3,1,13
25,8903,4448,7268,11048,4833,6940,43440,0,0,0,0,0,0,0,2614,585,1288,1351,999,927,1063,173,146,539,286,88,0,0,0,0,0,3,1,13
1,8776,4270,6790,10345,4658,6574,41413,0,0,1,1,0,1,3,2676,583,1237,1218,959,900,1017,174,122,465,286,80,0,0,0,0,1,0,2,14
